Product,Brand,Quantity,Store,Country,URL,Search_Term
Oat original bio,Scotti,,,France,https://world.openfoodfacts.org/product/3048860252846/oat-original-bio-scotti,oats
My Instant Oats,MyMuscle,,,France,https://world.openfoodfacts.org/product/3701402600351/my-instant-oats-mymuscle,oats
Trader Joe’s Overnight Oats,Trader Joe's,,,France,https://world.openfoodfacts.org/product/00303737/trader-joe-s-overnight-oats,oats
My instant oats,My Muscle,,,France,https://world.openfoodfacts.org/product/3701402600337/my-instant-oats-my-muscle,oats
Oat Bar Bio,Eric Favre,,,France,https://world.openfoodfacts.org/product/3525722029162/oat-bar-bio-eric-favre,oats
Ready to eat oats chocolate,Yoghurt Barn,,,France,https://world.openfoodfacts.org/product/3742399138014/ready-to-eat-oats-chocolate-yoghurt-barn,oats
Chunky oat choco coco,Nairn’s,,,France,https://world.openfoodfacts.org/product/0352709000783/chunky-oat-choco-coco-nairn-s,oats
Superfood oat mix,Superfood Overnight Oat Milk,,,France,https://world.openfoodfacts.org/product/0371195005331/superfood-oat-mix-superfood-overnight-oat-milk,oats
Bob’s strawberry stuff’d oat bite,Bobo’s,,,France,https://world.openfoodfacts.org/product/0300939994273/bob-s-strawberry-stuff-d-oat-bite-bobo-s,oats
Crunchy granola oat and honey,Nature valley,,,France,https://world.openfoodfacts.org/product/0302503742143/crunchy-granola-oat-and-honey-nature-valley,oats
Be Raw Overnight Superfood Oats,Be Rae,,,France,https://world.openfoodfacts.org/product/0371195005317/be-raw-overnight-superfood-oats-be-rae,oats
Brown sugar oat milk creamer,Coffee mate,,,France,https://world.openfoodfacts.org/product/0353330000050/brown-sugar-oat-milk-creamer-coffee-mate,oats
Honey oats,Uncle Toby’s,,,France,https://world.openfoodfacts.org/product/0344645139610/honey-oats-uncle-toby-s,oats
Oat hafer Riegel,Oatcake,,,France,https://world.openfoodfacts.org/product/0349345038058/oat-hafer-riegel-oatcake,oats
UF Oat,Carbonaut,,,France,https://world.openfoodfacts.org/product/0344667324469/uf-oat-carbonaut,oats
Barnstaple oat milk,,,,France,https://world.openfoodfacts.org/product/0370074809770/barnstaple-oat-milk,oats
Oat bar,,,,France,https://world.openfoodfacts.org/product/3758299015485/oat-bar,oats
Quick set oats honey,,,,France,https://world.openfoodfacts.org/product/0344653634121/quick-set-oats-honey,oats
Oat milk,,,,France,https://world.openfoodfacts.org/product/0316027871401/oat-milk,oats
Overnight oats,,,,France,https://world.openfoodfacts.org/product/37798074569844960484944491/overnight-oats,oats
Haferkleie,DmBio,500 g,,Germany,https://world.openfoodfacts.org/product/4066447123159/haferkleie-dmbio,oats
Oat Butter Cookie-Licious,Naturally Pam,,,Germany,https://world.openfoodfacts.org/product/4260697377137/oat-butter-cookie-licious-naturally-pam,oats
Protein oat bites,Crownfield,,,Germany,https://world.openfoodfacts.org/product/4056489335498/protein-oat-bites-crownfield,oats
Oat milk,Friendly farms,,,Germany,https://world.openfoodfacts.org/product/4099100344363/oat-milk-friendly-farms,oats
"Crunchy Granola Whole Grain Oats, Honey & Almonds",Millville,,,Germany,https://world.openfoodfacts.org/product/4099100264760/crunchy-granola-whole-grain-oats-honey-almonds-millville,oats
Oat creamer,Barissimo Coffee,,,Germany,https://world.openfoodfacts.org/product/4099100344684/oat-creamer-barissimo-coffee,oats
Oats,LE SOLEIL,500 g,,Germany,https://world.openfoodfacts.org/product/4008713712322/oats-le-soleil,oats
Haferflocken Kleinblatt,Burger Mühle,500g,,Germany,https://world.openfoodfacts.org/product/4022381020398/haferflocken-kleinblatt-burger-muhle,oats
True Organic Oat Almond Coconut,PowerBar,45g,,Germany,https://world.openfoodfacts.org/product/4029679675919/true-organic-oat-almond-coconut-powerbar,oats
True Organic Oat,Powerbar,,,Germany,https://world.openfoodfacts.org/product/4029679675889/true-organic-oat-powerbar,oats
Energy Oats Bar,Bodylab,50g,,Germany,https://world.openfoodfacts.org/product/4260640851387/datsbar-bodylab,oats
Overnight Oats Splendid Strawberry,3Bears,,,Germany,https://world.openfoodfacts.org/product/4260462984546/overnight-oats-splendid-strawberry-3bears,oats
Protein & Oats Drink,Golds Gym Nutrition,500 g,,Germany,https://world.openfoodfacts.org/product/4250840804382/protein-and-oats-drink-golds-gym-nutrition,oats
Breakfast oat strawberry crisp,Simply raw,,,Germany,https://world.openfoodfacts.org/product/4260075591582/breakfast-oat-strawberry-crisp-simply-raw,oats
Eko organic,Oat,,,Germany,https://world.openfoodfacts.org/product/4056489670513/eko-organic-oat,oats
Oat flapjack,Hollylane,,,Germany,https://world.openfoodfacts.org/product/4087344574264/oat-flapjack-hollylane,oats
Protein Oats Bar,BodyLab,100g,,Germany,https://world.openfoodfacts.org/product/4260640859710/protein-oats-bar-bodylab,oats
Cranberry & raised oats so easy,,,,Germany,https://world.openfoodfacts.org/product/4056489895503/cranberry-raised-oats-so-easy,oats
Energie Oats Bar,Bodylab,50g,,Germany,https://world.openfoodfacts.org/product/4260640851370/energie-oats-bar-bodylab,oats
Cheerios oat crunch cinnamon,Cheerios,,,Germany,https://world.openfoodfacts.org/product/4076066160718/cheerios-oat-crunch-cinnamon,oats
Southern blue oat and rye crumb whiting filets,Ocean   Royale,,,Germany,https://world.openfoodfacts.org/product/4088700048481/southern-blue-oat-and-rye-crumb-whiting-filets-ocean-royale,oats
Oat flapjack chocolate,My protein,,,Germany,https://world.openfoodfacts.org/product/4051946810266/oat-flapjack-chocolate-my-protein,oats
Protein Pancake,Oat King,,,Germany,https://world.openfoodfacts.org/product/4260283682218/protein-pancake-oat-king,oats
Trader Joe’s rolled oats,Trader Joe's,,,Germany,https://world.openfoodfacts.org/product/0400575274309/trader-joe-s-rolled-oats,oats
Totally oat some,,,,Germany,https://world.openfoodfacts.org/product/40537405/totally-oat-some,oats
Overnight Oats,Foodist,,,Germany,https://world.openfoodfacts.org/product/4262359890503/overnight-oats-foodist,oats
Multigrain oat bread,Rudi’s,,,Germany,https://world.openfoodfacts.org/product/0403050782887/multigrain-oat-bread-rudi-s,oats
Crunchy Granola Clusters Oats and Honey,Golgenvale,,,Germany,https://world.openfoodfacts.org/product/4088700237762/crunchy-granola-clusters-oats-and-honey-golgenvale,oats
Oat topped rolls,Aldi,,,Germany,https://world.openfoodfacts.org/product/4088600187235/oat-topped-rolls-aldi,oats
Oats &  honey,Simply Nature,,,Germany,https://world.openfoodfacts.org/product/4099100111286/oats-honey-simply-nature,oats
Cadbury brunch oat bar choc chip,Cadbury,,,Germany,https://world.openfoodfacts.org/product/4353311844334/cadbury-brunch-oat-bar-choc-chip,oats
Whole grain oat nut bread,Oroweat,,,Germany,https://world.openfoodfacts.org/product/0400673007007/whole-grain-oat-nut-bread-oroweat,oats
Oat cake yoghurt,,,,Germany,https://world.openfoodfacts.org/product/4250031350001/oat-cake-yoghurt,oats
Kokonuss overnight oats,Good Bank,,,Germany,https://world.openfoodfacts.org/product/4260650571480/kokonuss-overnight-oats-good-bank,oats
Non-Dairy Oat Creamer with Brown Sugar,Trader Joe's,,,Germany,https://world.openfoodfacts.org/product/0400076679832/non-dairy-oat-creamer-with-brown-sugar-trader-joe-s,oats
Vanilla Overnight Oats,Trader Joe's,,,Germany,https://world.openfoodfacts.org/product/0440611902483/vanilla-overnight-oats-trader-joe-s,oats
Oat creamer,Trader Joe's,,,Germany,https://world.openfoodfacts.org/product/0404076679762/oat-creamer-trader-joe-s,oats
Yog'n Oats Blueberry and Coconut,,,,Germany,https://world.openfoodfacts.org/product/4359669000132/yog-n-oats-blueberry-and-coconut,oats
Oat bar salted peanut,Raccoon,,,Germany,https://world.openfoodfacts.org/product/4260560441095/oat-bar-salted-peanut-raccoon,oats
Vanilla oat creamer,Barissimo coffee,,,Germany,https://world.openfoodfacts.org/product/4099100344677/vanilla-oat-creamer-barissimo-coffee,oats
Oat drink,Great value,,,Germany,https://world.openfoodfacts.org/product/0400007150010/oat-drink-great-value,oats
"Overnight oats, peanut butter",Trader Joe's,,,Germany,https://world.openfoodfacts.org/product/0440687544419/overnight-oats-peanut-butter-trader-joe-s,oats
100% Gluten Free Rolled Oats,MyProtein,,,Germany,https://world.openfoodfacts.org/product/4021493650004/100-gluten-free-rolled-oats-myprotein,oats
Oat Bar  Chai spices,,,,Germany,https://world.openfoodfacts.org/product/4260697376192/oat-bar-chai-spices,oats
Deliciously Ella Apricot and Coconut Oat Bar,Deliciously Ella,,,Germany,https://world.openfoodfacts.org/product/4060022841193/deliciously-ella-apricot-and-coconut-oat-bar,oats
Crunchy Oats,Nature Valley,,,Spain,https://world.openfoodfacts.org/product/8410076801388/crunchy-oats-nature-valley,oats
Oats bio puffed,My healthy world,,,Spain,https://world.openfoodfacts.org/product/8436550941623/oats-bio-puffed-my-healthy-world,oats
Oat meal io.genix - IO.GENIX - IO.GENIX,,,,Spain,https://world.openfoodfacts.org/product/8435569314541/oat-meal-io-genix-io-genix-io-genix,oats
Gluten-free rolled oats,Happy day,,,Spain,https://world.openfoodfacts.org/product/0848054040173/gluten-free-rolled-oats-happy-day,oats
Organic oat milk barista,Amandín,,,Spain,https://world.openfoodfacts.org/product/8410509010585/organic-oat-milk-barista-amandin,oats
Ready-to-eat oats dark chocolate,Brekki,,,Spain,https://world.openfoodfacts.org/product/0846664603306/ready-to-eat-oats-dark-chocolate-brekki,oats
Oat cream chocolate,,,,Spain,https://world.openfoodfacts.org/product/8436552204351/oat-cream-chocolate,oats
Banana chocolate oat bat,Once upon a farm4,,,Italy,https://world.openfoodfacts.org/product/0810003512222/banana-chocolate-oat-bat-once-upon-a-farm4,oats
Whole  oat gluten free pasta,Felicia,,,Italy,https://world.openfoodfacts.org/product/8032804431645/whole-oat-gluten-free-pasta-felicia,oats
Collagen Protein Oats,Purely Elisabeth,,,Italy,https://world.openfoodfacts.org/product/0810589030332/collagen-protein-oats-purely-elisabeth,oats
Oat bar with white chocolate,Pure Nutrition,,,Italy,https://world.openfoodfacts.org/product/8100058300342/oat-bar-with-white-chocolate-pure-nutrition,oats
Cookies & Cream,Oats overnight,,,Italy,https://world.openfoodfacts.org/product/0810090750941/cookies-cream-oats-overnight,oats
Oat Milch,Vemondo,,,Italy,https://world.openfoodfacts.org/product/8056386041320/oat-milch-vemondo,oats
Overnight cinnamon roll shake,Overnight oats,,,Italy,https://world.openfoodfacts.org/product/0810090751092/overnight-cinnamon-roll-shake-overnight-oats,oats
Oat Bites,Treasure Mills,,,Italy,https://world.openfoodfacts.org/product/0805658166111/oat-bites-treasure-mills,oats
Oat milk barista original,Chobani,,,Italy,https://world.openfoodfacts.org/product/0818290019486/oat-milk-barista-original-chobani,oats
Oat milk,Planet oat,,,Italy,https://world.openfoodfacts.org/product/8284655668736/oat-milk-planet-oat,oats
Oat Milk,Planet Oat Milk,,,Italy,https://world.openfoodfacts.org/product/8185655668736/oat-milk-planet-oat-milk,oats
Double Chocolate Walnut Cashew & Oat Cookie,Bett’r,,,Italy,https://world.openfoodfacts.org/product/0808294684773/double-chocolate-walnut-cashew-oat-cookie-bett-r,oats
Oat milk latte,Rise Brewing Company,,,Italy,https://world.openfoodfacts.org/product/0804035000444/oat-milk-latte-rise-brewing-company,oats
Pulses and Oat Stew with Tomato Sauce,AMIO My Gourmet,,,Italy,https://world.openfoodfacts.org/product/8058774738119/pulses-and-oat-stew-with-tomato-sauce-amio-my-gourmet,oats
Apple Cranberry Oatmeal,Umpqua Oats,,,Italy,https://world.openfoodfacts.org/product/0813062010012/apple-cranberry-oatmeal-umpqua-oats,oats
Pink Lemonade,Oats Overnight,,,Italy,https://world.openfoodfacts.org/product/0810090750538/pink-lemonade-oats-overnight,oats
Dark chocolate cherry,Oats overnight,,,Italy,https://world.openfoodfacts.org/product/0810090500034/dark-chocolate-cherry-oats-overnight,oats
Oat Barista Blend,Good & Gather,,,Italy,https://world.openfoodfacts.org/product/8015849296240/oat-barista-blend-good-gather,oats
"Apples, oats, & cinnamon",Happy baby,,,Italy,https://world.openfoodfacts.org/product/0819573014723/apples-oats-cinnamon-happy-baby,oats
White Chocolate Raspberry,Oats Over Night,,,Italy,https://world.openfoodfacts.org/product/0810090751047/white-chocolate-raspberry-oats-over-night,oats
Space Brownie Oats,Oats Overnight,,,Italy,https://world.openfoodfacts.org/product/0810090751146/space-brownie-oats-oats-overnight,oats
Almond oat blend original - Almond Breeze - Almond Breeze - Almond Breeze,,,,Italy,https://world.openfoodfacts.org/product/8031320149997/almond-oat-blend-original-almond-breeze-almond-breeze-almond-breeze,oats
Overnight oats,Esti145,,,Italy,https://world.openfoodfacts.org/product/0819530021047/overnight-oats-esti145,oats
Oats overnight,Oats Overnight,,,Italy,https://world.openfoodfacts.org/product/0810090751177/oats-overnight,oats
Protein Oat Milk,Califa Farms,,,Italy,https://world.openfoodfacts.org/product/0813454027918/protein-oat-milk-califa-farms,oats
Oat milk latte,Golden nest,,,Italy,https://world.openfoodfacts.org/product/0813592011541/oat-milk-latte-golden-nest,oats
Oats Overnight Caramel apple,Oats Overnight,,,Italy,https://world.openfoodfacts.org/product/0810090751139/oats-overnight-caramel-apple,oats
Oat Bar,Once Upon a Farm,,,Italy,https://world.openfoodfacts.org/product/0810003512215/oat-bar-once-upon-a-farm,oats
Oat flour,Yupik,,,Italy,https://world.openfoodfacts.org/product/0805509315132/oat-flour-yupik,oats
Birthday Cake,Oats Over Night,,,Italy,https://world.openfoodfacts.org/product/0810090751108/birthday-cake-oats-over-night,oats
Apple cinnamon oat bar,Once upon a farm,,,Italy,https://world.openfoodfacts.org/product/0810003512208/apple-cinnamon-oat-bar-once-upon-a-farm,oats
Melange à crêpe,Stoked Oats,,,Italy,https://world.openfoodfacts.org/product/0818541008313/melange-a-crepe-stoked-oats,oats
Cafe oat,Califica Farms,,,Italy,https://world.openfoodfacts.org/product/0813636023806/cafe-oat-califica-farms,oats
Banana Bread with Oat Streusel,Everytable,,,Italy,https://world.openfoodfacts.org/product/0810138531150/banana-bread-with-oat-streusel-everytable,oats
Bobos apple pie stuff’s oat bite,Bobos,,,Italy,https://world.openfoodfacts.org/product/0820269000371/bobos-apple-pie-stuff-s-oat-bite,oats
The bridge Mia oat milk(gluten free),,,,Italy,https://world.openfoodfacts.org/product/8019428007586/the-bridge-mia-oat-milk-gluten-free,oats
Bobo's birthday cake oat bar,,,,Italy,https://world.openfoodfacts.org/product/0829262004973/bobo-s-birthday-cake-oat-bar,oats
Cinnamon roll,Oats over night,,,Italy,https://world.openfoodfacts.org/product/0810090354569/cinnamon-roll-oats-over-night,oats
Vanilla oat,Califa,,,Italy,https://world.openfoodfacts.org/product/0813636001019/vanilla-oat-califa,oats
Organic regular rolled oats,,,,Italy,https://world.openfoodfacts.org/product/0805509315408/organic-regular-rolled-oats,oats
Oat meal red fruit,,,,Italy,https://world.openfoodfacts.org/product/0805698611282/oat-meal-red-fruit,oats
Chewy cinnamon roll oat bars,Bites we love,,,Netherlands,https://world.openfoodfacts.org/product/8711299015423/chewy-cinnamon-roll-oat-bars-bites-we-love,oats
Quick Rolled Oats,Torino,,,Netherlands,https://world.openfoodfacts.org/product/0871760004375/quick-rolled-oats-torino,oats
Oat bar,XXL nutrition,100 gram,,Netherlands,https://world.openfoodfacts.org/product/8719881008716/oat-bar-xxl-nutrition,oats
Eiwit oats chocolade smaak!,Upfront,,,Netherlands,https://world.openfoodfacts.org/product/8718906789272/eiwit-oats-chocolade-smaak-upfront,oats
Veggie Oats,Grunten,,,Netherlands,https://world.openfoodfacts.org/product/8720299496101/veggie-oats-grunten,oats
Ready to eat oats peanut butter banana,YB,,,Netherlands,https://world.openfoodfacts.org/product/8717399168038/ready-to-eat-oats-peanut-butter-banana-yb,oats
Oats upfront,Upfront,,,Netherlands,https://world.openfoodfacts.org/product/8719327395394/oats-upfront,oats
Overnight oats with blueberries and granola,,,,Netherlands,https://world.openfoodfacts.org/product/8719992390229/overnight-oats-with-blueberries-and-granola,oats
Granola oat flakes,,,,Netherlands,https://world.openfoodfacts.org/product/8720326043292/granola-oat-flakes,oats
Eiwit Oats Chocolade,Upfront,25 gram,,Netherlands,https://world.openfoodfacts.org/product/8720986891318/eiwit-oats-chocolade-upfront,oats
Oats overnight space brownie,Outsovernight,,,Netherlands,https://world.openfoodfacts.org/product/8774497751746/oats-overnight-space-brownie-outsovernight,oats
Eiwit oats vanille smaak.,Upfront,,,Netherlands,https://world.openfoodfacts.org/product/8720986891226/eiwit-oats-vanille-smaak-upfront,oats
Oat Flakes,Leev,,,Netherlands,https://world.openfoodfacts.org/product/8718215836810/oat-flakes-leev,oats
High protein oats,,,,Netherlands,https://world.openfoodfacts.org/product/8719153053918/high-protein-oats,oats
Cold oats overnight,Sanday’s bakeries,,,Netherlands,https://world.openfoodfacts.org/product/8719128166049/cold-oats-overnight-sanday-s-bakeries,oats
Oat granulat,,,,Netherlands,https://world.openfoodfacts.org/product/8719992763573/oat-granulat,oats
Chewy oat bar cinnamon roll,Bites we love,,,Netherlands,https://world.openfoodfacts.org/product/8711299015508/chewy-oat-bar-cinnamon-roll-bites-we-love,oats
